Time,Info1,Info2,Info3,Fail_Rate,Delay,Out_Flow,Traffic,Request,Label
4725,2125.0,1139.0,4608.0,6491575.0,3301.0,0.980,600,4839.0,0
4726,2136.0,1137.0,4635.0,6515495.0,3303.0,0.9399999999999999,617,4876.0,0
4727,2171.0,1116.0,4648.0,6559636.0,3339.0,1.050,593,4933.0,0
4728,2211.0,1086.0,4659.0,6553125.0,3417.0,0.960,628,4987.0,0
4729,2172.0,1122.0,4686.0,6647805.0,3370.0,1.020,624,4975.0,0
4730,2216.0,1123.0,4769.0,6628263.0,3438.0,1.220,640,5039.0,0
4731,2279.0,1150.0,4869.0,6814201.0,3599.0,1.140,607,5162.0,0
4732,2350.0,1103.0,5077.0,6967364.0,3773.0,0.990,578,5343.0,0
4733,2405.0,1094.0,5337.0,7175993.0,3929.0,1.360,597,5487.0,0
4734,2454.0,1131.0,5485.0,7479296.0,4047.0,0.930,596,5609.0,0
4735,2498.0,1134.0,5481.0,7612491.0,4051.0,1.060,613,5673.0,0
4736,2463.0,1100.0,5496.0,7587681.0,4023.0,0.930,634,5644.0,0
4737,2490.0,1123.0,5554.0,7583670.0,4079.0,1.0,574,5701.0,0
4738,2506.0,1123.0,5575.0,7616266.0,4077.0,0.950,604,5727.0,0
4739,2480.0,1145.0,5624.0,7642493.0,4071.0,1.080,671,5765.0,0
4740,2513.0,1142.0,5695.0,7722596.0,4123.0,0.930,638,5817.0,0
4741,2576.0,1136.0,5679.0,7756170.0,4180.0,1.030,630,5866.0,0
4742,2571.0,1094.0,5746.0,7849678.0,4204.0,0.770,570,5893.0,0
4743,2659.0,1110.0,5898.0,7945968.0,4288.0,0.980,607,6107.0,0
4744,2664.0,1105.0,5937.0,8263725.0,4381.0,1.280,597,6129.0,0
4745,2684.0,1098.0,5936.0,8287217.0,4399.0,1.230,623,6144.0,0
4746,2705.0,1117.0,6013.0,8214128.0,4410.0,1.130,632,6196.0,0
4747,2687.0,1116.0,6047.0,8259280.0,4405.0,0.830,602,6200.0,0
4748,2708.0,1109.0,6071.0,8318289.0,4407.0,1.210,604,6220.0,0
4749,2745.0,1115.0,6090.0,8376032.0,4483.0,1.320,627,6313.0,0
4750,2777.0,1109.0,6100.0,8410787.0,4498.0,1.120,630,6347.0,0
4751,2772.0,1151.0,6159.0,8447362.0,4526.0,1.060,634,6359.0,0
4752,2791.0,1128.0,6196.0,8473743.0,4550.0,0.720,596,6425.0,0
4753,2861.0,1117.0,6263.0,8453551.0,4640.0,1.060,630,6527.0,0
4754,2813.0,1112.0,6312.0,8502201.0,4608.0,0.9399999999999999,631,6473.0,0
4755,2839.0,1108.0,6343.0,8557607.0,4599.0,1.040,636,6525.0,0
4756,2842.0,1135.0,6375.0,8609510.0,4654.0,0.960,571,6575.0,0
4757,2834.0,1118.0,6425.0,8647009.0,4654.0,1.210,613,6572.0,1
4758,2866.0,1109.0,6478.0,8647485.0,4685.0,0.970,649,6648.0,1
4759,2873.0,1124.0,6487.0,8756297.0,4705.0,0.9399999999999999,632,6686.0,1
4760,2884.0,1129.0,6502.0,8849857.0,4701.0,0.780,589,6687.0,1
4761,2890.0,1120.0,6536.0,8838704.0,4724.0,0.790,598,6741.0,1
4762,2870.0,1132.0,6587.0,8885077.0,4720.0,1.830,602,6756.0,1
4763,2947.0,1155.0,6634.0,8996069.0,4831.0,3.830,582,6866.0,2
4764,2948.0,1166.0,6673.0,9067457.0,4835.0,1.180,621,6880.0,0
4765,2948.0,1140.0,6635.0,9022034.0,4862.0,1.010,632,6879.0,0
4766,2976.0,1124.0,6674.0,9006099.0,4891.0,0.840,589,6938.0,0
4767,2937.0,1137.0,6707.0,9028224.0,4839.0,1.120,628,6913.0,0
4768,2933.0,1169.0,6738.0,9092777.0,4832.0,1.150,645,6942.0,0
4769,2924.0,1135.0,6767.0,9186464.0,4871.0,0.980,693,6948.0,0
4770,2963.0,1130.0,6802.0,9222751.0,4920.0,1.430,655,6998.0,0
4771,2999.0,1136.0,6862.0,9327838.0,4969.0,0.960,575,7091.0,0
4772,3040.0,1130.0,6880.0,9373804.0,5057.0,0.980,611,7122.0,0
4773,3091.0,1148.0,6996.0,9421486.0,5151.0,0.920,642,7225.0,0
4774,3145.0,1118.0,7007.0,9617657.0,5213.0,0.970,609,7323.0,0
4775,3105.0,1131.0,7033.0,9616021.0,5174.0,0.8100000000000001,562,7310.0,0
4776,3082.0,1141.0,7079.0,9609975.0,5167.0,1.090,629,7289.0,0
4777,3119.0,1129.0,7126.0,9627278.0,5182.0,1.310,646,7364.0,0
4778,3143.0,1116.0,7154.0,9703441.0,5215.0,1.060,637,7393.0,0
4779,3160.0,1149.0,7168.0,9751672.0,5226.0,0.880,637,7448.0,0
4780,3116.0,1127.0,7202.0,9774111.0,5233.0,0.910,651,7410.0,0
4781,3131.0,1142.0,7253.0,9761492.0,5233.0,0.980,622,7462.0,0
4782,3129.0,1146.0,7263.0,9803222.0,5236.0,0.830,614,7453.0,0
4783,3151.0,1125.0,7386.0,9838770.0,5271.0,1.020,599,7554.0,0
4784,3206.0,1124.0,7426.0,10042185.0,5323.0,1.010,603,7649.0,0
4785,3210.0,1122.0,7471.0,10094795.0,5344.0,1.220,615,7684.0,0
4786,3246.0,1137.0,7483.0,10117799.0,5431.0,1.210,622,7698.0,0
4787,3260.0,1144.0,7508.0,10103950.0,5473.0,1.130,615,7716.0,0
4788,3267.0,1131.0,7526.0,10089782.0,5486.0,1.120,627,7782.0,0
4789,3267.0,1150.0,7551.0,10116018.0,5491.0,1.050,623,7783.0,0
4790,3257.0,1149.0,7537.0,10177717.0,5459.0,1.380,601,7801.0,0
4791,3262.0,1153.0,7554.0,10176584.0,5478.0,0.840,663,7813.0,0
4792,3263.0,1167.0,7635.0,10162861.0,5484.0,1.020,653,7866.0,0
4793,3301.0,1133.0,7659.0,10254730.0,5557.0,0.710,635,7868.0,0
4794,3311.0,1132.0,7668.0,10282959.0,5536.0,1.020,646,7900.0,0
4795,3292.0,1132.0,7705.0,10345264.0,5511.0,1.250,639,7958.0,0
4796,3285.0,1146.0,7705.0,10391907.0,5534.0,1.060,603,7948.0,0
4797,3342.0,1136.0,7764.0,10381507.0,5603.0,1.010,602,7987.0,0
4798,3318.0,1122.0,7771.0,10344122.0,5599.0,0.950,648,7986.0,0
4799,3319.0,1130.0,7774.0,10439489.0,5609.0,1.320,643,8024.0,0
4800,3360.0,1152.0,7829.0,10541171.0,5683.0,0.840,652,8094.0,0
4801,3352.0,1164.0,7837.0,10555827.0,5699.0,1.060,632,8086.0,0
4802,3379.0,1144.0,7890.0,10607464.0,5694.0,0.930,627,8135.0,0
4803,3407.0,1159.0,7997.0,10629513.0,5787.0,0.910,657,8207.0,0
4804,3384.0,1158.0,8053.0,10722404.0,5758.0,1.090,651,8236.0,0
4805,3369.0,1181.0,8042.0,10787308.0,5734.0,0.960,648,8229.0,0
4806,3426.0,1160.0,8101.0,10811847.0,5833.0,1.730,658,8297.0,0
4807,3405.0,1126.0,8103.0,10811840.0,5852.0,1.240,654,8238.0,0
4808,3397.0,1128.0,8188.0,10855013.0,5845.0,1.260,664,8310.0,0
4809,3421.0,1160.0,8176.0,10888183.0,5860.0,0.950,657,8341.0,0
4810,3411.0,1178.0,8207.0,10837952.0,5894.0,1.120,636,8343.0,0
4811,3405.0,1148.0,8198.0,10897300.0,5872.0,1.070,636,8312.0,0
4812,3487.0,1162.0,8243.0,10970384.0,5956.0,1.010,643,8424.0,0
4813,3462.0,1156.0,8289.0,11055446.0,6035.0,1.10,622,8470.0,0
4814,3472.0,1156.0,8279.0,11111466.0,5946.0,1.050,642,8436.0,0
4815,3478.0,1186.0,8343.0,11108811.0,5960.0,1.20,614,8484.0,0
4816,3539.0,1173.0,8366.0,11143740.0,6038.0,1.080,635,8561.0,0
4817,3514.0,1184.0,8382.0,11137939.0,6019.0,1.160,675,8533.0,0
4818,3514.0,1174.0,8415.0,11144282.0,6076.0,1.090,664,8545.0,0
4819,3569.0,1165.0,8437.0,11182188.0,6092.0,1.310,650,8626.0,0
4820,3561.0,1170.0,8449.0,11182892.0,6135.0,1.090,650,8654.0,0
4821,3573.0,1185.0,8492.0,11247996.0,6132.0,1.420,672,8684.0,0
4822,3549.0,1170.0,8535.0,11366087.0,6101.0,1.120,686,8695.0,0
4823,3589.0,1152.0,8548.0,11418141.0,6231.0,1.250,641,8721.0,0
4824,3592.0,1184.0,8579.0,11444708.0,6189.0,0.990,660,8769.0,0
4825,3584.0,1169.0,8602.0,11509499.0,6189.0,0.890,672,8747.0,0
4826,3596.0,1201.0,8640.0,11472674.0,6214.0,1.190,664,8769.0,0
4827,3645.0,1190.0,8626.0,11427581.0,6300.0,1.330,662,8816.0,0
4828,3629.0,1191.0,8650.0,11494499.0,6289.0,1.0,637,8859.0,0
4829,3638.0,1199.0,8673.0,11529880.0,6296.0,1.160,666,8874.0,0
4830,3615.0,1192.0,8649.0,11494325.0,6285.0,1.120,651,8869.0,0
4831,3613.0,1149.0,8688.0,11453951.0,6279.0,1.140,615,8886.0,0
4832,3652.0,1156.0,8731.0,11511090.0,6338.0,1.050,651,8902.0,0
4833,3632.0,1189.0,8773.0,11616371.0,6390.0,1.20,632,8933.0,0
4834,3663.0,1183.0,8741.0,11722476.0,6396.0,1.480,660,8978.0,0
4835,3667.0,1172.0,8804.0,11674889.0,6434.0,1.460,686,8973.0,0
4836,3704.0,1173.0,8820.0,11681837.0,6453.0,1.210,669,9027.0,0
4837,3698.0,1179.0,8844.0,11663977.0,6424.0,1.130,661,9045.0,0
4838,3682.0,1188.0,8903.0,11677071.0,6439.0,1.040,647,9060.0,0
4839,3683.0,1177.0,8887.0,11765836.0,6484.0,1.170,638,9051.0,0
4840,3668.0,1158.0,8928.0,11719880.0,6423.0,1.150,695,9028.0,0
4841,3690.0,1175.0,8938.0,11710342.0,6469.0,1.010,695,9094.0,0
4842,3698.0,1175.0,8984.0,11805176.0,6491.0,1.30,686,9099.0,0
4843,3780.0,1210.0,9013.0,11895675.0,6572.0,1.360,667,9218.0,0
4844,3711.0,1176.0,9027.0,11960830.0,6510.0,1.140,698,9173.0,0
4845,3714.0,1169.0,9025.0,11922542.0,6527.0,1.230,684,9160.0,0
4846,3708.0,1204.0,9046.0,11911034.0,6507.0,1.020,691,9164.0,0
4847,3742.0,1182.0,8981.0,11903351.0,6542.0,1.270,706,9109.0,0
4848,3681.0,1194.0,9011.0,11871876.0,6447.0,1.190,683,9087.0,0
4849,3700.0,1180.0,8986.0,11891671.0,6483.0,1.480,704,9084.0,0
4850,3684.0,1191.0,9009.0,11797940.0,6455.0,1.430,692,9026.0,0
4851,3700.0,1178.0,9023.0,11722607.0,6473.0,1.390,700,9108.0,0
4852,3642.0,1183.0,8962.0,11718317.0,6423.0,1.010,670,8998.0,0
4853,3640.0,1194.0,8999.0,11766131.0,6426.0,1.040,704,9002.0,0
4854,3709.0,1193.0,8978.0,11800116.0,6495.0,1.260,677,9048.0,0
4855,3683.0,1183.0,9003.0,11811194.0,6455.0,1.260,665,9068.0,0
4856,3700.0,1187.0,9005.0,11860806.0,6460.0,1.110,696,9075.0,0
4857,3679.0,1186.0,8994.0,11924738.0,6448.0,1.010,680,9071.0,0
4858,3662.0,1198.0,9004.0,11939181.0,6444.0,1.10,667,9074.0,0
4859,3645.0,1219.0,9067.0,11962558.0,6437.0,1.340,705,9062.0,0
4860,3669.0,1223.0,9043.0,11967316.0,6468.0,1.290,683,9086.0,0
4861,3694.0,1201.0,9097.0,11942642.0,6523.0,1.350,671,9159.0,0
4862,3674.0,1204.0,9102.0,12093389.0,6531.0,1.890,689,9136.0,0
4863,3732.0,1188.0,9152.0,12089741.0,6651.0,1.340,654,9215.0,0
4864,3750.0,1206.0,9144.0,12191462.0,6639.0,1.20,653,9232.0,0
4865,3747.0,1215.0,9166.0,12146055.0,6653.0,1.20,675,9251.0,0
4866,3744.0,1202.0,9211.0,12098403.0,6663.0,1.190,678,9282.0,0
4867,3757.0,1213.0,9224.0,12148575.0,6681.0,1.110,676,9267.0,0
4868,3787.0,1215.0,9250.0,12216830.0,6741.0,1.190,703,9346.0,0
4869,3771.0,1188.0,9302.0,12311337.0,6706.0,1.210,687,9371.0,0
4870,3769.0,1205.0,9289.0,12262896.0,6698.0,1.220,677,9359.0,0
4871,3782.0,1204.0,9325.0,12226845.0,6682.0,0.980,728,9382.0,0
4872,3786.0,1212.0,9370.0,12306170.0,6745.0,1.070,702,9447.0,0
4873,3823.0,1190.0,9445.0,12382660.0,6764.0,1.270,712,9539.0,0
4874,3795.0,1194.0,9397.0,12459256.0,6798.0,1.160,722,9483.0,0
4875,3892.0,1209.0,9449.0,12516340.0,6877.0,0.990,698,9605.0,0
4876,3857.0,1229.0,9433.0,12486540.0,6852.0,1.040,714,9600.0,0
4877,3844.0,1192.0,9513.0,12564818.0,6848.0,1.090,695,9579.0,0
4878,3848.0,1236.0,9522.0,12552387.0,6889.0,1.190,719,9587.0,0
4879,3892.0,1203.0,9522.0,12612659.0,6902.0,1.530,696,9682.0,0
4880,3937.0,1193.0,9588.0,12693349.0,6960.0,1.360,695,9678.0,0
4881,3929.0,1208.0,9618.0,12733074.0,6990.0,1.010,693,9701.0,0
4882,3891.0,1224.0,9592.0,12768097.0,6981.0,1.480,740,9671.0,0
4883,3892.0,1215.0,9615.0,12780711.0,6960.0,1.110,700,9684.0,0
4884,3915.0,1210.0,9637.0,12830314.0,7000.0,1.310,707,9748.0,0
4885,3922.0,1212.0,9668.0,12864462.0,6964.0,1.150,727,9746.0,0
4886,3940.0,1226.0,9662.0,12856709.0,7007.0,1.270,720,9762.0,0
4887,3928.0,1208.0,9671.0,12864276.0,7024.0,1.250,701,9739.0,0
4888,3907.0,1210.0,9681.0,12796275.0,6979.0,1.290,720,9742.0,0
4889,3925.0,1238.0,9668.0,12769924.0,7005.0,1.390,696,9759.0,0
4890,3947.0,1221.0,9680.0,12711420.0,7022.0,1.180,711,9760.0,0
4891,3934.0,1203.0,9708.0,12773983.0,7050.0,1.770,710,9763.0,0
4892,3919.0,1190.0,9716.0,12756230.0,7015.0,1.350,717,9767.0,0
4893,3971.0,1208.0,9734.0,12822712.0,7065.0,1.160,727,9871.0,0
4894,3957.0,1221.0,9734.0,12815816.0,7087.0,0.970,706,9845.0,0
4895,3982.0,1239.0,9770.0,12853253.0,7100.0,1.230,701,9867.0,0
4896,3974.0,1223.0,9806.0,12892035.0,7094.0,1.470,704,9870.0,0
4897,3989.0,1209.0,9820.0,12938868.0,7116.0,1.220,665,9882.0,0
4898,4012.0,1216.0,9848.0,12990374.0,7109.0,1.490,695,9932.0,0
4899,4002.0,1229.0,9859.0,13063272.0,7144.0,1.230,688,9970.0,0
4900,4046.0,1217.0,9932.0,13095012.0,7218.0,1.320,730,10062.0,0
4901,4066.0,1200.0,9920.0,13273551.0,7214.0,1.540,690,10040.0,0
4902,4081.0,1222.0,9944.0,13304710.0,7215.0,1.110,743,10054.0,0
4903,4106.0,1198.0,9988.0,13275032.0,7257.0,1.10,754,10140.0,0
4904,4066.0,1213.0,9982.0,13394498.0,7213.0,1.170,683,10112.0,0
4905,4077.0,1214.0,9996.0,13372933.0,7258.0,1.220,710,10150.0,0
4906,4123.0,1236.0,10002.0,13412606.0,7321.0,1.040,701,10182.0,0
4907,4124.0,1234.0,10021.0,13425105.0,7326.0,1.220,709,10204.0,0
4908,4108.0,1214.0,10039.0,13494084.0,7295.0,1.370,662,10191.0,0
4909,4157.0,1200.0,9994.0,13486862.0,7326.0,1.260,731,10264.0,0
4910,4098.0,1195.0,10045.0,13502709.0,7292.0,1.190,722,10224.0,0
4911,4113.0,1191.0,10020.0,13480763.0,7296.0,1.430,698,10253.0,0
4912,4116.0,1229.0,10059.0,13533582.0,7290.0,1.180,687,10248.0,0
4913,4171.0,1240.0,10061.0,13529481.0,7350.0,1.70,731,10323.0,0
4914,4127.0,1221.0,10042.0,13436468.0,7308.0,1.060,723,10276.0,0
4915,4163.0,1236.0,10065.0,13528772.0,7344.0,1.150,682,10300.0,0
4916,4207.0,1225.0,10052.0,13607726.0,7419.0,1.160,681,10360.0,0
4917,4222.0,1215.0,10074.0,13599228.0,7401.0,1.160,727,10391.0,0
4918,4237.0,1233.0,10094.0,13617272.0,7433.0,1.450,705,10408.0,0
4919,4278.0,1234.0,10083.0,13717875.0,7493.0,1.230,732,10457.0,0
4920,4246.0,1207.0,10080.0,13668681.0,7451.0,1.50,745,10434.0,0
4921,4239.0,1213.0,10092.0,13741036.0,7460.0,1.170,731,10447.0,0
4922,4260.0,1226.0,10136.0,13761121.0,7462.0,1.130,721,10428.0,0
4923,4243.0,1228.0,10187.0,13672330.0,7496.0,1.180,725,10429.0,0
4924,4325.0,1206.0,10194.0,13762898.0,7585.0,1.210,729,10553.0,0
4925,4325.0,1229.0,10192.0,13980608.0,7591.0,1.170,706,10614.0,0
4926,4319.0,1202.0,10214.0,14000078.0,7598.0,1.390,702,10621.0,0
4927,4321.0,1219.0,10233.0,13880460.0,7668.0,1.410,768,10630.0,0
4928,4315.0,1222.0,10262.0,13923350.0,7572.0,1.190,723,10607.0,0
4929,4385.0,1247.0,10269.0,14055403.0,7638.0,1.20,729,10706.0,0
4930,4357.0,1229.0,10245.0,14094617.0,7639.0,1.150,733,10711.0,0
4931,4395.0,1230.0,10271.0,14121428.0,7678.0,1.160,697,10727.0,0
4932,4421.0,1237.0,10274.0,14121259.0,7704.0,1.190,716,10740.0,0
4933,4398.0,1244.0,10285.0,14122134.0,7732.0,1.110,708,10726.0,0
4934,4379.0,1225.0,10303.0,14145813.0,7662.0,1.30,716,10712.0,0
4935,4404.0,1256.0,10263.0,14117200.0,7701.0,1.230,751,10769.0,0
4936,4455.0,1241.0,10307.0,14121089.0,7763.0,1.140,740,10801.0,0
4937,4346.0,1223.0,10306.0,14093263.0,7639.0,1.260,713,10657.0,0
4938,4098.0,1246.0,10303.0,13870631.0,7436.0,1.520,713,10366.0,0
4939,3742.0,1246.0,10331.0,13231420.0,7076.0,1.220,723,9997.0,0
4940,3637.0,1206.0,10345.0,12936473.0,6993.0,1.070,746,9888.0,0
4941,3457.0,1215.0,10372.0,12807903.0,6822.0,1.090,728,9668.0,0
4942,3401.0,1223.0,10391.0,12600461.0,6766.0,1.230,708,9590.0,0
4943,3322.0,1236.0,10431.0,12541752.0,6735.0,1.290,723,9541.0,0
4944,3170.0,1265.0,10414.0,12464696.0,6528.0,1.380,754,9414.0,0
4945,3044.0,1225.0,10430.0,12377939.0,6431.0,1.530,730,9275.0,0
4946,2929.0,1248.0,10420.0,12260167.0,6312.0,1.370,765,9170.0,0
4947,2814.0,1244.0,10502.0,12111034.0,6192.0,1.160,729,9069.0,0
4948,2713.0,1230.0,10512.0,12017064.0,6118.0,1.330,768,8994.0,0
4949,2684.0,1242.0,10514.0,11954260.0,6067.0,1.260,730,8980.0,0
4950,2551.0,1234.0,10561.0,11861636.0,5960.0,1.220,745,8870.0,0
4951,2558.0,1234.0,10579.0,11823964.0,6040.0,1.240,706,8919.0,0
4952,2518.0,1240.0,10584.0,11792461.0,5953.0,1.330,711,8841.0,0
4953,2515.0,1245.0,10626.0,11695722.0,5952.0,1.320,747,8844.0,0
4954,2380.0,1242.0,10637.0,11609401.0,5796.0,1.170,745,8696.0,0
4955,2317.0,1237.0,10658.0,11533587.0,5711.0,1.140,755,8673.0,0
4956,2318.0,1240.0,10665.0,11524888.0,5715.0,1.390,724,8684.0,0
4957,2281.0,1248.0,10627.0,11471904.0,5703.0,1.290,726,8613.0,0
4958,2287.0,1239.0,10642.0,11416341.0,5671.0,1.220,742,8623.0,0
4959,2243.0,1240.0,10613.0,11324253.0,5687.0,1.460,708,8587.0,0
4960,2183.0,1214.0,10662.0,11303069.0,5585.0,1.070,731,8563.0,0
4961,2173.0,1250.0,10626.0,11302752.0,5585.0,1.290,744,8549.0,0
4962,2181.0,1249.0,10669.0,11275326.0,5612.0,1.350,800,8570.0,0
4963,2166.0,1235.0,10661.0,11176569.0,5593.0,1.190,741,8557.0,0
4964,2093.0,1246.0,10657.0,11203853.0,5532.0,1.210,735,8472.0,0
4965,2072.0,1249.0,10664.0,11200918.0,5505.0,1.320,752,8494.0,0
4966,2045.0,1247.0,10667.0,11224179.0,5486.0,1.290,752,8465.0,0
4967,2059.0,1262.0,10696.0,11262629.0,5475.0,1.090,717,8492.0,0
4968,2031.0,1238.0,10696.0,11161006.0,5443.0,1.360,752,8454.0,0
4969,1951.0,1238.0,10705.0,11072673.0,5326.0,1.350,689,8381.0,0
4970,1981.0,1264.0,10701.0,11127420.0,5393.0,1.340,720,8406.0,0
4971,2011.0,1252.0,10702.0,11070032.0,5405.0,1.020,745,8448.0,0
4972,1991.0,1250.0,10708.0,11069171.0,5402.0,1.150,722,8430.0,0
4973,2012.0,1240.0,10712.0,11053655.0,5415.0,1.310,735,8455.0,0
4974,2003.0,1245.0,10699.0,11060653.0,5407.0,1.160,745,8438.0,0
4975,1978.0,1269.0,10716.0,11060049.0,5383.0,1.150,744,8429.0,0
4976,1983.0,1257.0,10730.0,11063428.0,5387.0,1.0,717,8436.0,0
4977,1969.0,1262.0,10743.0,11054265.0,5372.0,0.970,700,8431.0,0
4978,1981.0,1265.0,10722.0,11089999.0,5407.0,1.130,755,8425.0,0
4979,1977.0,1261.0,10694.0,11082660.0,5430.0,1.220,740,8450.0,0
4980,2035.0,1274.0,10740.0,11017810.0,5446.0,1.210,722,8491.0,0
4981,1973.0,1258.0,10746.0,11087121.0,5424.0,1.130,709,8431.0,0
4982,2005.0,1247.0,10743.0,11164464.0,5481.0,1.380,744,8457.0,0
4983,2033.0,1265.0,10733.0,11097773.0,5479.0,1.220,722,8528.0,0
4984,2070.0,1255.0,10764.0,11135068.0,5507.0,1.060,757,8595.0,0
4985,2043.0,1280.0,10766.0,11233858.0,5513.0,1.190,717,8580.0,0
4986,2045.0,1255.0,10795.0,11311557.0,5508.0,1.130,712,8595.0,0
4987,2038.0,1251.0,10799.0,11262602.0,5509.0,1.160,734,8541.0,0
4988,2047.0,1256.0,10779.0,11228050.0,5544.0,1.180,716,8557.0,0
4989,2048.0,1270.0,10810.0,11282401.0,5572.0,1.150,724,8595.0,0
4990,2035.0,1247.0,10792.0,11321619.0,5601.0,1.490,746,8588.0,0
4991,2074.0,1271.0,10802.0,11334396.0,5654.0,1.130,682,8644.0,0
4992,2040.0,1261.0,10804.0,11372241.0,5595.0,1.320,755,8586.0,0
4993,2014.0,1248.0,10804.0,11298075.0,5523.0,1.240,729,8556.0,0
4994,2018.0,1270.0,10839.0,11277833.0,5579.0,0.930,741,8572.0,0
4995,2045.0,1269.0,10834.0,11266378.0,5611.0,1.180,762,8619.0,0
4996,2042.0,1270.0,10839.0,11183484.0,5552.0,1.310,719,8628.0,0
4997,2009.0,1271.0,10891.0,11289084.0,5537.0,1.160,735,8598.0,0
4998,2032.0,1279.0,10890.0,11312440.0,5516.0,1.090,719,8632.0,0
4999,2061.0,1258.0,10902.0,11394582.0,5568.0,1.250,731,8652.0,0
5000,2077.0,1262.0,10879.0,11375610.0,5568.0,1.090,748,8688.0,0
5001,2034.0,1270.0,10881.0,11434430.0,5513.0,1.140,772,8674.0,0
5002,2044.0,1281.0,10889.0,11441801.0,5529.0,1.290,741,8667.0,0
5003,2086.0,1249.0,10888.0,11396324.0,5587.0,1.20,774,8734.0,0
5004,2081.0,1248.0,10881.0,11531075.0,5597.0,1.270,710,8721.0,0
5005,2072.0,1258.0,10874.0,11627690.0,5556.0,1.170,756,8713.0,0
5006,2099.0,1252.0,10854.0,11576277.0,5624.0,1.160,728,8706.0,0
5007,2059.0,1260.0,10859.0,11516907.0,5564.0,1.060,726,8666.0,0
5008,2066.0,1274.0,10842.0,11513942.0,5617.0,1.430,770,8674.0,0
5009,2098.0,1285.0,10872.0,11449205.0,5647.0,1.210,745,8729.0,0
5010,2081.0,1266.0,10843.0,11409550.0,5592.0,1.220,733,8713.0,0
5011,2118.0,1258.0,10859.0,11393351.0,5695.0,1.290,705,8758.0,0
5012,2093.0,1266.0,10857.0,11360560.0,5635.0,0.910,726,8731.0,0
5013,2168.0,1274.0,10888.0,11520786.0,5678.0,1.110,737,8854.0,0
5014,2099.0,1281.0,10887.0,11585786.0,5636.0,1.210,734,8776.0,0
5015,2110.0,1297.0,10880.0,11606392.0,5616.0,1.160,732,8801.0,0
5016,2120.0,1266.0,10907.0,11626822.0,5664.0,1.060,733,8857.0,0
5017,2135.0,1280.0,10918.0,11591061.0,5670.0,1.20,729,8815.0,0
5018,2117.0,1286.0,10917.0,11605902.0,5635.0,1.270,745,8822.0,0
5019,2141.0,1284.0,10944.0,11637700.0,5671.0,1.290,750,8901.0,0
5020,2141.0,1250.0,10906.0,11715597.0,5619.0,1.120,749,8933.0,0
5021,2135.0,1273.0,10935.0,11675754.0,5614.0,1.260,703,8887.0,0
5022,2118.0,1276.0,10916.0,11671333.0,5586.0,0.870,717,8875.0,0
5023,2057.0,1284.0,10874.0,11626320.0,5516.0,1.220,765,8802.0,0
5024,2029.0,1283.0,10817.0,11549429.0,5475.0,1.10,727,8745.0,0
5025,2052.0,1279.0,10814.0,11571718.0,5456.0,1.250,688,8748.0,0
5026,2028.0,1275.0,10835.0,11521943.0,5444.0,1.170,760,8745.0,0
5027,2034.0,1281.0,10788.0,11553540.0,5475.0,1.050,740,8769.0,0
5028,2048.0,1272.0,10738.0,11609556.0,5463.0,1.160,752,8738.0,0
5029,2107.0,1274.0,10778.0,11564954.0,5551.0,1.140,730,8829.0,0
5030,2089.0,1282.0,10798.0,11653488.0,5503.0,1.220,727,8842.0,0
5031,2080.0,1274.0,10811.0,11643324.0,5570.0,1.180,713,8872.0,0
5032,2088.0,1280.0,10832.0,11623590.0,5579.0,1.140,712,8883.0,0
5033,2084.0,1284.0,10889.0,11657905.0,5587.0,1.170,757,8932.0,0
5034,2070.0,1289.0,10836.0,11771203.0,5563.0,1.140,729,8927.0,0
5035,2111.0,1268.0,10885.0,11872751.0,5618.0,1.220,731,8957.0,0
5036,2098.0,1303.0,10924.0,11877078.0,5618.0,1.290,707,9007.0,0
5037,2128.0,1300.0,10935.0,11896163.0,5639.0,1.230,730,9029.0,0
5038,2102.0,1276.0,10916.0,11700408.0,5676.0,1.30,778,8997.0,0
5039,2163.0,1301.0,10941.0,11878608.0,5738.0,1.120,707,9071.0,0
5040,2139.0,1288.0,10971.0,11865677.0,5714.0,1.20,726,9075.0,0
5041,2118.0,1304.0,10996.0,11887193.0,5720.0,1.090,735,9087.0,0
5042,2063.0,1288.0,10985.0,11971923.0,5626.0,0.970,742,8983.0,0
5043,2174.0,1295.0,10995.0,11938049.0,5750.0,1.170,742,9136.0,0
5044,2103.0,1293.0,10981.0,11916017.0,5615.0,1.170,777,9040.0,0
5045,2089.0,1298.0,10976.0,11893186.0,5654.0,1.0,752,9082.0,0
5046,2090.0,1311.0,11013.0,11958934.0,5650.0,1.140,725,9093.0,0
5047,2068.0,1310.0,10974.0,11938843.0,5616.0,1.270,722,8976.0,0
5048,2069.0,1275.0,11090.0,11974755.0,5683.0,1.020,714,9069.0,0
5049,2151.0,1294.0,11088.0,12028136.0,5738.0,1.010,692,9198.0,0
5050,2141.0,1274.0,11059.0,12040349.0,5794.0,1.070,739,9153.0,0
5051,2183.0,1285.0,11113.0,11925005.0,5777.0,0.890,743,9224.0,0
5052,2155.0,1298.0,11138.0,12018501.0,5780.0,1.30,740,9210.0,0
5053,2168.0,1300.0,11202.0,12046550.0,5824.0,1.090,712,9287.0,0
5054,2180.0,1307.0,11234.0,12202617.0,5830.0,1.110,743,9339.0,0
5055,2229.0,1305.0,11264.0,12305865.0,5844.0,1.510,712,9441.0,0
