Time,CPU_CAP,CPU_USAGE,MEM_CAP,MEM_USAGE,CPU_AVAI,MEM_AVAI,NET_IN,NET_OUT,Label
1873,1.080,610,2486.0,1249.0,7417.0,8821048.0,1.080,610,0
1874,0.970,632,2519.0,1237.0,7436.0,9016848.0,0.970,632,0
1875,1.120,641,2485.0,1254.0,7443.0,9004807.0,1.120,641,0
1876,0.950,595,2519.0,1241.0,7462.0,8992804.0,0.950,595,0
1877,0.910,627,2519.0,1236.0,7473.0,8978154.0,0.910,627,0
1878,0.980,629,2550.0,1259.0,7518.0,9053081.0,0.980,629,0
1879,0.920,612,2578.0,1230.0,7535.0,9135356.0,0.920,612,0
1880,1.080,591,2586.0,1213.0,7548.0,9148313.0,1.080,591,0
1881,0.950,609,2575.0,1229.0,7605.0,9213060.0,0.950,609,0
1882,0.960,612,2598.0,1234.0,7588.0,9255986.0,0.960,612,0
1883,1.050,601,2637.0,1226.0,7644.0,9374598.0,1.050,601,0
1884,1.020,628,2629.0,1234.0,7670.0,9511886.0,1.020,628,0
1885,1.190,629,2646.0,1235.0,7671.0,9481774.0,1.190,629,0
1886,0.9399999999999999,561,2646.0,1251.0,7672.0,9449648.0,0.9399999999999999,561,0
1887,0.860,597,2666.0,1221.0,7683.0,9432911.0,0.860,597,0
1888,1.070,662,2664.0,1229.0,7685.0,9473121.0,1.070,662,0
1889,1.140,632,2697.0,1212.0,7702.0,9532511.0,1.140,632,0
1890,1.010,626,2680.0,1228.0,7691.0,9635061.0,1.010,626,0
1891,1.630,607,2696.0,1225.0,7726.0,9648362.0,1.630,607,0
1892,0.730,635,2746.0,1214.0,7769.0,9694243.0,0.730,635,0
1893,0.860,599,2805.0,1244.0,7966.0,9851837.0,0.860,599,0
1894,-1.0,-1,2813.0,1213.0,7912.0,10112454.0,-1.0,-1,0
1895,-1.0,-1,2770.0,1223.0,7912.0,10056450.0,-1.0,-1,0
1896,0.90,619,2801.0,1210.0,7921.0,10053991.0,0.90,619,0
1897,-1.0,-1,2807.0,1227.0,7975.0,10080089.0,-1.0,-1,0
1898,-1.0,-1,2803.0,1224.0,7994.0,10113103.0,-1.0,-1,0
1899,-1.0,-1,2783.0,1200.0,7986.0,10116237.0,-1.0,-1,0
1900,-1.0,-1,2824.0,1204.0,8013.0,10100906.0,-1.0,-1,0
1901,1.250,629,2832.0,1193.0,8018.0,10084935.0,1.250,629,0
1902,-1.0,-1,2804.0,1216.0,8041.0,10159849.0,-1.0,-1,0
1903,-1.0,-1,2853.0,1234.0,8116.0,10217366.0,-1.0,-1,0
1904,0.880,573,2864.0,1222.0,8075.0,10341334.0,0.880,573,0
1905,-1.0,-1,2817.0,1218.0,8087.0,10354033.0,-1.0,-1,0
1906,-1.0,-1,2853.0,1171.0,8078.0,10303103.0,-1.0,-1,0
1907,-1.0,-1,2845.0,1225.0,8114.0,10315147.0,-1.0,-1,0
1908,1.620,615,2934.0,1200.0,8192.0,10415533.0,1.620,615,0
1909,-1.0,-1,2903.0,1208.0,8184.0,10552671.0,-1.0,-1,0
1910,-1.0,-1,2942.0,1219.0,8167.0,10575126.0,-1.0,-1,0
1911,0.960,625,2925.0,1224.0,8224.0,10550950.0,0.960,625,0
1912,-1.0,-1,2891.0,1197.0,8213.0,10562145.0,-1.0,-1,0
1913,-1.0,-1,2932.0,1213.0,8244.0,10564957.0,-1.0,-1,0
1914,-1.0,-1,2924.0,1235.0,8227.0,10621287.0,-1.0,-1,0
1915,-1.0,-1,2926.0,1200.0,8249.0,10566286.0,-1.0,-1,0
1916,-1.0,-1,2944.0,1208.0,8222.0,10600807.0,-1.0,-1,0
1917,-1.0,-1,2945.0,1222.0,8259.0,10619083.0,-1.0,-1,0
1918,-1.0,-1,2945.0,1212.0,8275.0,10689088.0,-1.0,-1,0
1919,-1.0,-1,2992.0,1218.0,8285.0,10668117.0,-1.0,-1,0
1920,1.310,660,2998.0,1234.0,8290.0,10699158.0,1.310,660,0
1921,-1.0,-1,3000.0,1235.0,8292.0,10772986.0,-1.0,-1,0
1922,-1.0,-1,3003.0,1209.0,8360.0,10802374.0,-1.0,-1,0
1923,-1.0,-1,3054.0,1194.0,8433.0,10888720.0,-1.0,-1,0
1924,-1.0,-1,3038.0,1191.0,8454.0,11110400.0,-1.0,-1,0
1925,-1.0,-1,3038.0,1192.0,8473.0,11063165.0,-1.0,-1,0
1926,1.020,620,3055.0,1176.0,8476.0,11046403.0,1.020,620,0
1927,0.730,-1,3084.0,1207.0,8508.0,11064509.0,0.730,-1,0
1928,0.670,-1,3040.0,1187.0,8502.0,11105694.0,0.670,-1,0
1929,0.740,-1,3087.0,1189.0,8512.0,11129816.0,0.740,-1,0
1930,1.330,463,3109.0,1181.0,8561.0,11153900.0,1.330,463,0
1931,1.090,554,3096.0,1201.0,8594.0,11188862.0,1.090,554,0
1932,0.970,559,3064.0,1187.0,8615.0,11326620.0,0.970,559,0
1933,0.830,468,3094.0,1219.0,8648.0,11334083.0,0.830,468,0
1934,0.780,477,3134.0,1217.0,8666.0,11338423.0,0.780,477,0
1935,0.720,559,3155.0,1218.0,8690.0,11342001.0,0.720,559,0
1936,0.820,530,3119.0,1197.0,8721.0,11334268.0,0.820,530,0
1937,0.920,391,3068.0,1202.0,8703.0,11341958.0,0.920,391,0
1938,0.780,436,3121.0,1198.0,8760.0,11331180.0,0.780,436,0
1939,0.80,-1,3187.0,1207.0,8705.0,11376562.0,0.80,-1,0
1940,0.970,207,3130.0,1188.0,8802.0,11404580.0,0.970,207,0
1941,1.080,636,3153.0,1186.0,8796.0,11420137.0,1.080,636,0
1942,0.730,583,3165.0,1204.0,8840.0,11555787.0,0.730,583,0
1943,1.280,669,3191.0,1225.0,8839.0,11598667.0,1.280,669,0
1944,1.440,570,3187.0,1216.0,8849.0,11645524.0,1.440,570,0
1945,1.20,651,3165.0,1189.0,8912.0,11649117.0,1.20,651,0
1946,0.730,598,3156.0,1210.0,8903.0,11624655.0,0.730,598,0
1947,0.780,566,3175.0,1203.0,8942.0,11590741.0,0.780,566,0
1948,1.030,611,3179.0,1234.0,8945.0,11621611.0,1.030,611,0
1949,1.140,593,3179.0,1212.0,8961.0,11665394.0,1.140,593,0
1950,0.8100000000000001,564,3171.0,1206.0,8967.0,11707980.0,0.8100000000000001,564,0
1951,0.680,542,3191.0,1191.0,8995.0,11704680.0,0.680,542,0
1952,1.140,615,3196.0,1177.0,9033.0,11742369.0,1.140,615,0
1953,0.50,584,3224.0,1188.0,9097.0,11744163.0,0.50,584,0
1954,0.630,585,3240.0,1200.0,9121.0,11953759.0,0.630,585,0
1955,0.750,554,3210.0,1181.0,9119.0,11898839.0,0.750,554,0
1956,0.790,566,3224.0,1175.0,9144.0,11843230.0,0.790,566,0
1957,0.950,593,3227.0,1155.0,9209.0,11826135.0,0.950,593,0
1958,1.090,647,3231.0,1203.0,9257.0,11854286.0,1.090,647,0
1959,0.870,590,3284.0,1208.0,9261.0,11933857.0,0.870,590,0
1960,0.710,402,3255.0,1199.0,9238.0,11962328.0,0.710,402,0
1961,0.740,604,3276.0,1215.0,9292.0,12049365.0,0.740,604,0
1962,0.9399999999999999,555,3279.0,1186.0,9329.0,12046995.0,0.9399999999999999,555,0
1963,0.860,609,3298.0,1189.0,9337.0,12064256.0,0.860,609,0
1964,0.760,604,3332.0,1195.0,9316.0,12069220.0,0.760,604,0
1965,0.870,613,3288.0,1183.0,9371.0,12004441.0,0.870,613,0
1966,0.580,640,3263.0,1188.0,9346.0,11992852.0,0.580,640,0
1967,0.870,579,3267.0,1181.0,9324.0,11941319.0,0.870,579,0
1968,0.660,494,3224.0,1204.0,9297.0,11823916.0,0.660,494,0
1969,0.9399999999999999,463,3225.0,1195.0,9269.0,11785162.0,0.9399999999999999,463,0
1970,0.820,402,3196.0,1188.0,9241.0,11802744.0,0.820,402,0
1971,0.830,496,3209.0,1197.0,9250.0,11732931.0,0.830,496,0
1972,0.790,635,3191.0,1221.0,9253.0,11811592.0,0.790,635,0
1973,0.740,-1,3180.0,1189.0,9226.0,11825838.0,0.740,-1,0
1974,1.050,527,3129.0,1183.0,9233.0,11769325.0,1.050,527,0
1975,0.770,598,3124.0,1196.0,9218.0,11769299.0,0.770,598,0
1976,0.910,589,3149.0,1178.0,9247.0,11851541.0,0.910,589,0
1977,0.730,729,3156.0,1202.0,9262.0,11898983.0,0.730,729,0
1978,0.80,404,3150.0,1184.0,9264.0,12012920.0,0.80,404,0
1979,0.70,516,3150.0,1208.0,9246.0,11951861.0,0.70,516,0
1980,0.580,621,3144.0,1203.0,9254.0,11905771.0,0.580,621,0
1981,0.60,413,3149.0,1192.0,9287.0,11897515.0,0.60,413,0
1982,0.70,432,3140.0,1198.0,9237.0,11934168.0,0.70,432,0
1983,0.6899999999999999,470,3104.0,1179.0,9260.0,11901021.0,0.6899999999999999,470,0
1984,0.950,642,3113.0,1180.0,9277.0,11988403.0,0.950,642,0
1985,0.6899999999999999,-1,3154.0,1216.0,9230.0,11903382.0,0.6899999999999999,-1,0
1986,0.670,609,3137.0,1193.0,9281.0,11869145.0,0.670,609,0
1987,0.590,438,3138.0,1190.0,9228.0,11864266.0,0.590,438,0
1988,0.740,606,3145.0,1192.0,9272.0,11837210.0,0.740,606,0
1989,0.80,680,3160.0,1201.0,9288.0,11875485.0,0.80,680,0
1990,0.8100000000000001,604,3130.0,1181.0,9300.0,11966143.0,0.8100000000000001,604,0
1991,0.860,646,3135.0,1199.0,9325.0,12037718.0,0.860,646,0
1992,0.6899999999999999,493,3091.0,1182.0,9317.0,12065860.0,0.6899999999999999,493,0
1993,0.740,445,3160.0,1195.0,9357.0,12038525.0,0.740,445,0
1994,0.880,465,3159.0,1190.0,9384.0,12118822.0,0.880,465,0
1995,0.670,436,3178.0,1184.0,9374.0,12143661.0,0.670,436,0
1996,0.750,405,3166.0,1200.0,9366.0,12196128.0,0.750,405,0
1997,0.570,451,3172.0,1224.0,9392.0,12193767.0,0.570,451,0
1998,0.740,438,3184.0,1163.0,9421.0,12159780.0,0.740,438,0
1999,0.5600000000000001,447,3164.0,1210.0,9442.0,12207077.0,0.5600000000000001,447,0
2000,0.820,447,3187.0,1213.0,9485.0,12250192.0,0.820,447,0
2001,0.740,542,3174.0,1195.0,9457.0,12238619.0,0.740,542,0
2002,0.580,467,3204.0,1202.0,9459.0,12290101.0,0.580,467,0
2003,0.970,449,3220.0,1206.0,9494.0,12250103.0,0.970,449,0
2004,0.850,-1,3195.0,1196.0,9524.0,12254284.0,0.850,-1,0
2005,0.610,450,3216.0,1223.0,9528.0,12331039.0,0.610,450,0
2006,0.640,-1,3246.0,1211.0,9540.0,12418412.0,0.640,-1,0
2007,0.750,-1,3227.0,1193.0,9507.0,12425591.0,0.750,-1,0
2008,0.750,-1,3232.0,1205.0,9505.0,12371203.0,0.750,-1,0
2009,0.650,-1,3217.0,1202.0,9526.0,12385482.0,0.650,-1,0
2010,0.710,-1,3204.0,1201.0,9556.0,12379853.0,0.710,-1,0
2011,0.650,-1,3233.0,1197.0,9551.0,12436697.0,0.650,-1,0
2012,0.720,-1,3244.0,1188.0,9579.0,12409254.0,0.720,-1,0
2013,0.670,-1,3261.0,1210.0,9571.0,12420631.0,0.670,-1,0
2014,0.850,-1,3252.0,1211.0,9587.0,12474227.0,0.850,-1,0
2015,0.890,-1,3301.0,1201.0,9570.0,12528390.0,0.890,-1,0
2016,0.970,-1,3274.0,1202.0,9620.0,12557367.0,0.970,-1,0
2017,0.9399999999999999,-1,3274.0,1204.0,9638.0,12572078.0,0.9399999999999999,-1,0
2018,0.710,-1,3288.0,1210.0,9657.0,12612480.0,0.710,-1,0
2019,0.790,-1,3294.0,1203.0,9683.0,12685832.0,0.790,-1,0
2020,0.6899999999999999,-1,3307.0,1221.0,9685.0,12706505.0,0.6899999999999999,-1,0
2021,0.890,-1,3310.0,1207.0,9674.0,12720695.0,0.890,-1,0
2022,0.630,-1,3318.0,1219.0,9706.0,12641092.0,0.630,-1,0
2023,0.580,-1,3305.0,1226.0,9690.0,12634954.0,0.580,-1,0
2024,0.720,-1,3344.0,1202.0,9707.0,12661191.0,0.720,-1,0
2025,0.660,-1,3316.0,1212.0,9747.0,12752850.0,0.660,-1,0
2026,0.590,-1,3325.0,1206.0,9725.0,12744508.0,0.590,-1,0
2027,0.60,-1,3324.0,1198.0,9741.0,12748449.0,0.60,-1,0
2028,0.760,-1,3319.0,1196.0,9765.0,12713977.0,0.760,-1,0
2029,0.710,-1,3324.0,1209.0,9767.0,12765218.0,0.710,-1,0
2030,0.8100000000000001,-1,3332.0,1226.0,9808.0,12805287.0,0.8100000000000001,-1,0
2031,0.80,-1,3351.0,1203.0,9778.0,12878987.0,0.80,-1,0
2032,0.90,460,3361.0,1179.0,9841.0,12950686.0,0.90,460,0
2033,1.20,551,3353.0,1204.0,9883.0,12975891.0,1.20,551,0
2034,1.110,563,3356.0,1208.0,9894.0,13069590.0,1.110,563,0
2035,1.440,546,3383.0,1207.0,9898.0,13105934.0,1.440,546,0
2036,1.290,516,3396.0,1211.0,9930.0,13164323.0,1.290,516,0
2037,1.170,501,3420.0,1224.0,9962.0,13120974.0,1.170,501,0
2038,1.0,488,3426.0,1209.0,9949.0,13168033.0,1.0,488,0
2039,1.260,466,3427.0,1218.0,9950.0,13175844.0,1.260,466,0
2040,1.30,529,3432.0,1223.0,9960.0,13186413.0,1.30,529,0
2041,1.940,483,3402.0,1206.0,9998.0,13214525.0,1.940,483,0
2042,1.220,498,3423.0,1212.0,9973.0,13183841.0,1.220,498,0
2043,1.310,459,3445.0,1211.0,9974.0,13150847.0,1.310,459,0
2044,1.340,511,3458.0,1216.0,9994.0,13204605.0,1.340,511,0
2045,1.420,500,3497.0,1217.0,10025.0,13269225.0,1.420,500,0
2046,1.350,491,3473.0,1220.0,10059.0,13313315.0,1.350,491,0
2047,1.160,560,3475.0,1216.0,10092.0,13355888.0,1.160,560,0
2048,1.060,548,3486.0,1202.0,10116.0,13404070.0,1.060,548,0
2049,1.360,535,3487.0,1219.0,10137.0,13375686.0,1.360,535,0
2050,1.280,604,3534.0,1248.0,10177.0,13422750.0,1.280,604,0
2051,1.40,483,3508.0,1223.0,10168.0,13491688.0,1.40,483,0
2052,1.320,752,3483.0,1212.0,10155.0,13496357.0,1.320,752,0
2053,1.540,708,3548.0,1214.0,10185.0,13407385.0,1.540,708,0
2054,1.360,721,3533.0,1212.0,10177.0,13409210.0,1.360,721,0
2055,1.230,733,3489.0,1217.0,10180.0,13425277.0,1.230,733,0
2056,1.140,732,3557.0,1226.0,10208.0,13473221.0,1.140,732,0
2057,1.680,739,3540.0,1209.0,10200.0,13493002.0,1.680,739,0
2058,1.590,717,3585.0,1207.0,10196.0,13472923.0,1.590,717,0
2059,1.490,700,3560.0,1226.0,10236.0,13448748.0,1.490,700,0
2060,1.540,763,3564.0,1205.0,10226.0,13479293.0,1.540,763,0
2061,1.260,740,3511.0,1221.0,10284.0,13528184.0,1.260,740,0
2062,1.160,723,3556.0,1207.0,10255.0,13574356.0,1.160,723,0
2063,1.540,771,3586.0,1248.0,10251.0,13608527.0,1.540,771,0
2064,1.30,737,3575.0,1240.0,10257.0,13730040.0,1.30,737,0
2065,1.370,742,3638.0,1231.0,10254.0,13748206.0,1.370,742,0
2066,1.340,752,3638.0,1220.0,10292.0,13703558.0,1.340,752,0
2067,1.220,735,3647.0,1239.0,10301.0,13710056.0,1.220,735,0
2068,0.990,702,3630.0,1225.0,10290.0,13799910.0,0.990,702,0
2069,0.990,787,3660.0,1224.0,10386.0,13874175.0,0.990,787,0
2070,1.260,710,3634.0,1232.0,10396.0,13787967.0,1.260,710,0
2071,1.470,692,3653.0,1226.0,10357.0,13797410.0,1.470,692,0
2072,1.220,707,3670.0,1237.0,10366.0,13834270.0,1.220,707,0
2073,1.50,730,3687.0,1234.0,10404.0,13828749.0,1.50,730,0
2074,1.620,788,3705.0,1224.0,10435.0,13920144.0,1.620,788,0
2075,1.20,697,3715.0,1231.0,10403.0,13962650.0,1.20,697,0
2076,1.180,723,3694.0,1239.0,10399.0,13927361.0,1.180,723,0
2077,1.360,684,3704.0,1248.0,10460.0,13884872.0,1.360,684,0
2078,1.290,694,3715.0,1228.0,10453.0,13902480.0,1.290,694,0
2079,1.430,756,3764.0,1242.0,10472.0,13905536.0,1.430,756,0
2080,1.150,738,3751.0,1219.0,10519.0,13978578.0,1.150,738,0
2081,1.330,738,3699.0,1229.0,10536.0,14083689.0,1.330,738,0
2082,1.130,728,3705.0,1240.0,10521.0,14125579.0,1.130,728,0
2083,1.440,714,3759.0,1245.0,10536.0,14050254.0,1.440,714,0
2084,1.260,731,3736.0,1235.0,10395.0,14046825.0,1.260,731,0
2085,1.620,730,3761.0,1229.0,10580.0,14077068.0,1.620,730,0
2086,1.520,699,3771.0,1253.0,10616.0,14114118.0,1.520,699,0
2087,1.470,752,3789.0,1238.0,10621.0,14211911.0,1.470,752,0
2088,1.40,721,3763.0,1233.0,10674.0,14228695.0,1.40,721,0
2089,1.280,731,3796.0,1238.0,10684.0,14113841.0,1.280,731,0
2090,1.290,729,3829.0,1253.0,10681.0,14194099.0,1.290,729,0
2091,1.120,718,3804.0,1247.0,10702.0,14249718.0,1.120,718,0
2092,1.230,737,3787.0,1248.0,10709.0,14200181.0,1.230,737,0
2093,1.330,741,3780.0,1242.0,10714.0,14183507.0,1.330,741,0
2094,1.250,731,3795.0,1244.0,10730.0,14191390.0,1.250,731,0
2095,1.160,728,3816.0,1239.0,10695.0,14297249.0,1.160,728,0
2096,1.130,767,3809.0,1261.0,10732.0,14180376.0,1.130,767,0
2097,1.190,741,3803.0,1256.0,10763.0,14283011.0,1.190,741,0
2098,1.440,763,3802.0,1232.0,10776.0,14298256.0,1.440,763,0
2099,1.070,733,3854.0,1230.0,10813.0,14223438.0,1.070,733,0
2100,1.260,704,3801.0,1240.0,10775.0,14329983.0,1.260,704,0
2101,1.30,750,3815.0,1233.0,10811.0,14315530.0,1.30,750,0
2102,1.340,776,3825.0,1226.0,10853.0,14332286.0,1.340,776,0
2103,1.190,769,3814.0,1239.0,10804.0,14384164.0,1.190,769,0
2104,0.990,743,3816.0,1242.0,10865.0,14363780.0,0.990,743,0
2105,1.450,711,3814.0,1246.0,10882.0,14347938.0,1.450,711,0
2106,1.160,764,3865.0,1271.0,10885.0,14468307.0,1.160,764,0
2107,1.020,753,3878.0,1249.0,10929.0,14513923.0,1.020,753,0
2108,1.050,739,3862.0,1267.0,10881.0,14577642.0,1.050,739,0
2109,1.30,749,3869.0,1244.0,10923.0,14613271.0,1.30,749,0
2110,1.150,744,3901.0,1259.0,10910.0,14618994.0,1.150,744,0
2111,1.220,786,3854.0,1257.0,10968.0,14555154.0,1.220,786,0
2112,1.0,713,3905.0,1259.0,10982.0,14641074.0,1.0,713,0
2113,1.30,748,3898.0,1259.0,10948.0,14669787.0,1.30,748,0
2114,0.850,718,3871.0,1253.0,10953.0,14646179.0,0.850,718,0
2115,1.560,751,3882.0,1247.0,10964.0,14570064.0,1.560,751,0
2116,1.170,755,3892.0,1256.0,11001.0,14595190.0,1.170,755,0
2117,1.290,758,3862.0,1267.0,10991.0,14609650.0,1.290,758,0
2118,1.110,747,3915.0,1277.0,10974.0,14684029.0,1.110,747,0
2119,1.130,730,3964.0,1281.0,11009.0,14721993.0,1.130,730,0
2120,1.140,744,3940.0,1267.0,10986.0,14849086.0,1.140,744,0
2121,1.290,732,3939.0,1251.0,11000.0,14787418.0,1.290,732,0
2122,1.070,750,3952.0,1258.0,11058.0,14802989.0,1.070,750,0
2123,1.040,770,3944.0,1281.0,11013.0,14783044.0,1.040,770,0
2124,1.30,766,3970.0,1276.0,11072.0,14787399.0,1.30,766,0
2125,1.030,733,3968.0,1274.0,11052.0,14816921.0,1.030,733,0
2126,1.050,714,4000.0,1287.0,11075.0,14810650.0,1.050,714,0
2127,0.990,736,3953.0,1274.0,11041.0,14864412.0,0.990,736,0
2128,1.290,791,4076.0,1275.0,11077.0,14878459.0,1.290,791,0
2129,1.240,762,4007.0,1284.0,11033.0,14912563.0,1.240,762,0
2130,1.120,766,3991.0,1285.0,11018.0,14834868.0,1.120,766,0
2131,1.240,760,3976.0,1278.0,11030.0,14889844.0,1.240,760,0
2132,1.060,736,3998.0,1268.0,10994.0,14888961.0,1.060,736,0
2133,1.120,731,4012.0,1286.0,11010.0,14918694.0,1.120,731,0
2134,1.520,724,4017.0,1263.0,11044.0,14908580.0,1.520,724,0
2135,1.130,747,4006.0,1281.0,11003.0,14848237.0,1.130,747,0
2136,1.440,724,4008.0,1251.0,10997.0,14943457.0,1.440,724,0
2137,1.430,732,4014.0,1297.0,10955.0,14807732.0,1.430,732,0
2138,1.730,788,4066.0,1282.0,10980.0,15017070.0,1.730,788,0
2139,1.10,724,4095.0,1284.0,11010.0,15150787.0,1.10,724,0
2140,1.520,756,4051.0,1282.0,10961.0,15206650.0,1.520,756,0
2141,1.210,725,4098.0,1275.0,10957.0,15151701.0,1.210,725,0
2142,1.060,750,4085.0,1291.0,10993.0,15180450.0,1.060,750,0
2143,1.110,708,4063.0,1289.0,10969.0,15144408.0,1.110,708,0
2144,1.020,743,4098.0,1298.0,10971.0,15196534.0,1.020,743,0
2145,1.320,745,4147.0,1294.0,10937.0,15291076.0,1.320,745,0
2146,1.10,724,4186.0,1293.0,10976.0,15292588.0,1.10,724,0
2147,1.170,754,4213.0,1286.0,10933.0,15289980.0,1.170,754,0
2148,1.190,714,4240.0,1287.0,10921.0,15308059.0,1.190,714,0
2149,1.180,697,4249.0,1297.0,10951.0,15311396.0,1.180,697,0
2150,1.270,746,4294.0,1298.0,10959.0,15373750.0,1.270,746,0
2151,1.080,706,4292.0,1289.0,10946.0,15480117.0,1.080,706,0
2152,1.230,721,4340.0,1321.0,11008.0,15575962.0,1.230,721,0
2153,0.920,747,4403.0,1302.0,10983.0,15632241.0,0.920,747,0
2154,1.090,716,4384.0,1295.0,11018.0,15611262.0,1.090,716,0
2155,1.250,709,4399.0,1300.0,11027.0,15660781.0,1.250,709,0
2156,1.30,736,4448.0,1324.0,11028.0,15690594.0,1.30,736,0
2157,1.220,716,4421.0,1291.0,11012.0,15742802.0,1.220,716,0
2158,1.640,711,4465.0,1309.0,11028.0,15672455.0,1.640,711,0
2159,1.160,732,4444.0,1286.0,11050.0,15706374.0,1.160,732,0
2160,1.270,736,4503.0,1308.0,11045.0,15686106.0,1.270,736,0
2161,1.220,770,4446.0,1305.0,11086.0,15725430.0,1.220,770,0
2162,0.970,734,4406.0,1314.0,11002.0,15621409.0,0.970,734,0
2163,1.070,775,4440.0,1287.0,11004.0,15515224.0,1.070,775,0
2164,1.240,752,4450.0,1285.0,10973.0,15475987.0,1.240,752,0
2165,1.130,743,4461.0,1329.0,10968.0,15478934.0,1.130,743,0
2166,0.980,726,4420.0,1320.0,11006.0,15527607.0,0.980,726,0
2167,0.960,734,4449.0,1299.0,10981.0,15625862.0,0.960,734,0
2168,1.280,739,4434.0,1312.0,10958.0,15558278.0,1.280,739,0
2169,1.380,747,4487.0,1323.0,11013.0,15642880.0,1.380,747,0
2170,1.150,702,4542.0,1313.0,11045.0,15576544.0,1.150,702,0
2171,1.40,764,4517.0,1321.0,11097.0,15864389.0,1.40,764,0
2172,1.590,708,4535.0,1316.0,11127.0,15914148.0,1.590,708,0
2173,0.890,734,4537.0,1299.0,11147.0,16014501.0,0.890,734,0
2174,1.040,748,4562.0,1327.0,11170.0,16075667.0,1.040,748,0
2175,1.060,719,4575.0,1334.0,11252.0,16172275.0,1.060,719,0
2176,1.270,726,4630.0,1326.0,11308.0,16255206.0,1.270,726,0
2177,1.460,738,4635.0,1314.0,11299.0,16299454.0,1.460,738,0
2178,1.40,772,4642.0,1319.0,11394.0,16279497.0,1.40,772,0
2179,1.50,750,4678.0,1324.0,11440.0,16342952.0,1.50,750,0
2180,1.020,725,4614.0,1330.0,11513.0,16389619.0,1.020,725,0
2181,1.190,737,4627.0,1313.0,11543.0,16449998.0,1.190,737,0
2182,1.110,736,4649.0,1309.0,11594.0,16470960.0,1.110,736,0
2183,0.990,713,4642.0,1318.0,11636.0,16546058.0,0.990,713,0
2184,1.040,722,4663.0,1331.0,11685.0,16633896.0,1.040,722,0
2185,1.190,740,4644.0,1349.0,11768.0,16691555.0,1.190,740,0
2186,0.990,742,4688.0,1329.0,11878.0,16703024.0,0.990,742,0
2187,1.010,725,4649.0,1317.0,11950.0,16736572.0,1.010,725,0
2188,1.350,770,4751.0,1324.0,11880.0,16853602.0,1.350,770,0
2189,1.210,735,4739.0,1326.0,12009.0,16975014.0,1.210,735,0
2190,1.270,716,4708.0,1329.0,12084.0,17023453.0,1.270,716,0
2191,1.250,717,4716.0,1342.0,12063.0,16893551.0,1.250,717,0
2192,1.70,756,4698.0,1336.0,12137.0,16951852.0,1.70,756,0
2193,1.320,743,4707.0,1325.0,12182.0,16938834.0,1.320,743,0
2194,1.320,785,4727.0,1328.0,12258.0,16984568.0,1.320,785,0
2195,1.110,765,4739.0,1336.0,12252.0,17101494.0,1.110,765,0
2196,1.120,755,4695.0,1322.0,12255.0,17055247.0,1.120,755,0
2197,1.20,738,4675.0,1345.0,12323.0,16978743.0,1.20,738,0
2198,1.150,747,4709.0,1320.0,12352.0,16958330.0,1.150,747,0
2199,1.320,752,4746.0,1330.0,12496.0,16961473.0,1.320,752,0
2200,1.120,747,4748.0,1341.0,12558.0,17237160.0,1.120,747,0
2201,1.260,724,4718.0,1354.0,12553.0,17225492.0,1.260,724,0
2202,1.130,706,4691.0,1345.0,12575.0,17181648.0,1.130,706,0
2203,1.290,752,4718.0,1331.0,12577.0,17081001.0,1.290,752,0
2204,1.090,698,4666.0,1341.0,12609.0,17007862.0,1.090,698,0
2205,1.080,744,4678.0,1329.0,12606.0,16979328.0,1.080,744,0
2206,1.330,742,4699.0,1350.0,12575.0,17008037.0,1.330,742,0
2207,1.0,738,4692.0,1350.0,12646.0,17039029.0,1.0,738,0
2208,1.340,737,4671.0,1346.0,12672.0,17057534.0,1.340,737,0
2209,1.030,752,4699.0,1339.0,12697.0,17061457.0,1.030,752,0
2210,1.240,750,4708.0,1353.0,12668.0,17135916.0,1.240,750,0
2211,1.180,735,4651.0,1344.0,12686.0,17122168.0,1.180,735,0
2212,1.180,725,4662.0,1350.0,12687.0,17137555.0,1.180,725,0
2213,1.280,706,4681.0,1318.0,12728.0,17176366.0,1.280,706,0
2214,1.380,735,4665.0,1345.0,12751.0,17097238.0,1.380,735,0
2215,1.070,745,4672.0,1353.0,12767.0,17023314.0,1.070,745,0
2216,1.210,712,4690.0,1317.0,12806.0,18807947.0,1.210,712,0
2217,1.040,703,4657.0,1349.0,12817.0,17051841.0,1.040,703,0
2218,0.980,760,4609.0,1349.0,12802.0,16961978.0,0.980,760,0
2219,1.230,702,4625.0,1336.0,12842.0,16963343.0,1.230,702,0
2220,1.40,743,4589.0,1341.0,12813.0,16959137.0,1.40,743,0
2221,1.360,723,4585.0,1331.0,12834.0,16852713.0,1.360,723,0
2222,1.30,762,4614.0,1318.0,12836.0,16940816.0,1.30,762,0
2223,1.110,727,4587.0,1335.0,12830.0,16932529.0,1.110,727,0
2224,1.160,749,4563.0,1334.0,12808.0,16839860.0,1.160,749,0
2225,0.90,758,4567.0,1347.0,12834.0,16816918.0,0.90,758,0
2226,1.260,747,4516.0,1328.0,12861.0,16726949.0,1.260,747,0
2227,0.960,770,4548.0,1325.0,12874.0,16701131.0,0.960,770,0
2228,0.890,740,4543.0,1336.0,12896.0,16764791.0,0.890,740,0
2229,1.360,764,4524.0,1342.0,12908.0,16831507.0,1.360,764,0
2230,1.170,795,4530.0,1341.0,12938.0,16786311.0,1.170,795,0
