Time,CPU_CAP,CPU_USAGE,MEM_CAP,MEM_USAGE,CPU_AVAI,MEM_AVAI,NET_IN,NET_OUT,Label,Score
2529,1.1,771,5381.0,1424.0,11511.0,16179138.0,1.1,771,0,0.0
2530,1.27,860,5403.0,1437.0,11546.0,16113383.0,1.27,860,0,0.0
2531,1.46,780,5367.0,1435.0,11503.0,16112384.0,1.46,780,0,0.0
2532,1.39,820,5349.0,1421.0,11509.0,16132610.0,1.39,820,0,0.0
2533,1.25,822,5441.0,1421.0,11513.0,16207820.0,1.25,822,0,0.0
2534,1.13,786,5401.0,1417.0,11517.0,16239160.0,1.13,786,0,0.0
2535,1.39,771,5463.0,1429.0,11538.0,16183503.0,1.39,771,0,0.0
2536,1.35,797,5422.0,1428.0,11557.0,16220917.0,1.35,797,0,0.0
2537,1.38,796,5420.0,1437.0,11495.0,16145503.0,1.38,796,0,0.0
2538,1.27,811,5473.0,1427.0,11537.0,16234168.0,1.27,811,0,0.0
2539,1.36,840,5405.0,1427.0,11523.0,16312891.0,1.36,840,0,0.0
2540,1.26,817,5437.0,1413.0,11575.0,16339103.0,1.26,817,0,0.0
2541,1.26,807,5399.0,1432.0,11538.0,16390226.0,1.26,807,0,0.0
2542,1.34,823,5442.0,1425.0,11601.0,16483521.0,1.34,823,0,0.0
2543,1.35,829,5455.0,1421.0,11558.0,16444488.0,1.35,829,0,0.0
2544,1.59,784,5454.0,1448.0,11573.0,16445241.0,1.59,784,0,0.0
2545,1.32,840,5493.0,1430.0,11563.0,16446383.0,1.32,840,0,0.0
2546,1.48,790,5451.0,1420.0,11596.0,16456008.0,1.48,790,0,0.0
2547,1.5,777,5540.0,1438.0,11625.0,16420041.0,1.5,777,0,0.0
2548,1.39,805,5517.0,1439.0,11600.0,16449631.0,1.39,805,0,0.0
2549,1.1,787,5541.0,1424.0,11509.0,16441739.0,1.1,787,0,0.0
2550,1.36,787,5558.0,1411.0,11614.0,16446725.0,1.36,787,0,0.0
2551,1.48,813,5600.0,1427.0,11614.0,16606894.0,1.48,813,0,0.0
2552,1.33,794,5541.0,1443.0,11638.0,16508827.0,1.33,794,0,0.0
2553,1.44,801,5628.0,1428.0,11617.0,16421055.0,1.44,801,0,0.0
2554,1.28,823,5564.0,1445.0,11633.0,16522846.0,1.28,823,0,0.0
2555,1.34,788,5556.0,1442.0,11649.0,16438614.0,1.34,788,0,0.0
2556,1.68,790,5516.0,1422.0,11636.0,16363971.0,1.68,790,0,0.0
2557,1.6,831,5532.0,1432.0,11614.0,16305909.0,1.6,831,0,0.0
2558,1.35,836,5443.0,1412.0,11538.0,16241472.0,1.35,836,0,0.0
2559,1.38,832,5389.0,1426.0,11518.0,16168996.0,1.38,832,0,0.0
2560,1.28,748,5403.0,1447.0,11465.0,16117498.0,1.28,748,0,0.0
2561,1.13,789,5393.0,1421.0,11455.0,16104476.0,1.13,789,0,0.0
2562,1.5,822,5401.0,1424.0,11366.0,16018044.0,1.5,822,0,0.0
2563,1.19,809,5409.0,1418.0,11391.0,15830587.0,1.19,809,0,0.0
2564,1.15,737,5374.0,1420.0,11339.0,15859362.0,1.15,737,0,0.0
2565,1.32,798,5329.0,1424.0,11327.0,15848346.0,1.32,798,0,0.0
2566,1.15,788,5341.0,1422.0,11302.0,15902628.0,1.15,788,0,0.0
2567,1.4,790,5318.0,1440.0,11325.0,16037551.0,1.4,790,0,0.0
2568,1.18,782,5405.0,1439.0,11345.0,16019197.0,1.18,782,0,0.0
2569,1.42,854,5434.0,1435.0,11374.0,16112196.0,1.42,854,0,0.0
2570,1.07,744,5428.0,1423.0,11336.0,16162788.0,1.07,744,0,0.0
2571,1.38,838,5441.0,1428.0,11379.0,16149015.0,1.38,838,0,0.0
2572,1.33,818,5427.0,1432.0,11356.0,16198815.0,1.33,818,0,0.0
2573,1.26,822,5454.0,1448.0,11371.0,16248772.0,1.26,822,0,0.0
2574,1.26,796,5446.0,1419.0,11387.0,16141393.0,1.26,796,0,0.0
2575,1.38,867,5457.0,1442.0,11421.0,16206417.0,1.38,867,0,0.0
2576,1.38,818,5466.0,1469.0,11462.0,16187912.0,1.38,818,0,0.0
2577,1.57,806,5494.0,1429.0,11463.0,16263013.0,1.57,806,0,0.0
2578,1.26,821,5501.0,1432.0,11491.0,16290955.0,1.26,821,0,0.0
2579,1.38,837,5490.0,1426.0,11503.0,16347174.0,1.38,837,0,0.0
2580,1.43,809,5515.0,1443.0,11418.0,16550803.0,1.43,809,0,0.0
2581,1.22,841,5556.0,1451.0,11553.0,16565363.0,1.22,841,0,0.0
2582,1.44,833,5569.0,1430.0,11564.0,16552929.0,1.44,833,0,0.0
2583,1.53,814,5647.0,1441.0,11556.0,16638791.0,1.53,814,0,0.0
2584,1.5,814,5634.0,1424.0,11606.0,16709065.0,1.5,814,0,0.0
2585,1.36,817,5562.0,1423.0,11610.0,16640445.0,1.36,817,0,0.0
2586,1.45,828,5565.0,1426.0,11679.0,16597629.0,1.45,828,0,0.0
2587,1.3,799,5594.0,1412.0,11714.0,16755111.0,1.3,799,0,0.0
2588,1.43,796,5671.0,1444.0,11762.0,16776223.0,1.43,796,0,0.0
2589,1.39,805,5723.0,1431.0,11769.0,16883628.0,1.39,805,0,0.0
2590,1.57,843,5703.0,1410.0,11788.0,16953209.0,1.57,843,0,0.0
2591,1.45,829,5680.0,1412.0,11879.0,16940571.0,1.45,829,0,0.0
2592,1.42,803,5733.0,1412.0,11921.0,16997617.0,1.42,803,0,0.0
2593,1.38,806,5822.0,1431.0,11968.0,17145912.0,1.38,806,0,0.0
2594,1.59,824,5773.0,1436.0,11935.0,17108872.0,1.59,824,0,0.0
2595,1.61,858,5778.0,1416.0,11984.0,17089826.0,1.61,858,0,0.0
2596,1.41,798,5810.0,1449.0,12008.0,17102311.0,1.41,798,0,0.0
2597,1.56,866,5785.0,1430.0,12020.0,17086158.0,1.56,866,0,0.0
2598,1.44,813,5832.0,1430.0,12001.0,17078167.0,1.44,813,0,0.0
2599,1.35,801,5795.0,1422.0,12093.0,17043992.0,1.35,801,0,0.0
2600,1.54,848,5898.0,1415.0,12174.0,17202398.0,1.54,848,0,0.0
2601,1.17,814,5863.0,1434.0,12186.0,17292571.0,1.17,814,0,0.0
2602,1.71,826,5875.0,1421.0,12272.0,17396471.0,1.71,826,0,0.0
2603,1.32,804,5898.0,1438.0,12316.0,17440091.0,1.32,804,0,0.0
2604,1.36,806,5874.0,1405.0,12316.0,17325642.0,1.36,806,0,0.0
2605,1.29,790,5888.0,1430.0,12320.0,17361234.0,1.29,790,0,0.0
2606,1.47,842,5867.0,1450.0,12305.0,17371547.0,1.47,842,0,0.0
2607,1.68,858,5787.0,1429.0,12324.0,17304484.0,1.68,858,0,0.0
2608,1.47,831,5839.0,1448.0,12276.0,17254097.0,1.47,831,0,0.0
2609,1.3,842,5772.0,1435.0,12352.0,17262681.0,1.3,842,0,0.0
2610,1.51,850,5823.0,1425.0,12360.0,17243598.0,1.51,850,0,0.0
2611,1.53,826,5815.0,1438.0,12418.0,17275660.0,1.53,826,0,0.0
2612,1.42,851,5856.0,1440.0,12428.0,17308979.0,1.42,851,0,0.0
2613,1.59,791,5863.0,1434.0,12477.0,17467451.0,1.59,791,0,0.0
2614,1.6,786,5946.0,1442.0,12478.0,17465187.0,1.6,786,0,0.0
2615,1.61,806,5931.0,1445.0,12500.0,17507668.0,1.61,806,0,0.0
2616,1.81,816,5876.0,1444.0,12509.0,17564889.0,1.81,816,0,0.0
2617,1.32,816,5841.0,1441.0,12508.0,17450602.0,1.32,816,0,0.0
2618,1.19,833,5845.0,1418.0,12540.0,17370893.0,1.19,833,0,0.0
2619,1.23,757,5908.0,1419.0,12540.0,17383402.0,1.23,757,0,0.0
2620,1.23,827,5864.0,1424.0,12521.0,17383874.0,1.23,827,0,0.0
2621,1.51,829,5890.0,1432.0,12531.0,17305251.0,1.51,829,0,0.0
2622,1.61,814,5807.0,1435.0,12509.0,17204630.0,1.61,814,0,0.0
2623,1.4,825,5827.0,1425.0,12509.0,17182925.0,1.4,825,0,0.0
2624,1.7,826,5767.0,1427.0,12517.0,17135618.0,1.7,826,0,0.0
2625,1.4,831,5800.0,1428.0,12546.0,17115080.0,1.4,831,0,0.0
2626,1.52,901,5787.0,1430.0,12552.0,17256045.0,1.52,901,0,0.0
2627,1.47,868,5746.0,1427.0,12549.0,17282194.0,1.47,868,0,0.0
2628,1.5,810,5779.0,1429.0,12520.0,17287688.0,1.5,810,0,0.0
2629,1.49,812,5792.0,1429.0,12595.0,17330530.0,1.49,812,0,0.0
2630,1.5,814,5865.0,1426.0,12620.0,17422632.0,1.5,814,0,0.0
2631,1.66,857,5822.0,1429.0,12609.0,17387939.0,1.66,857,0,0.0
2632,1.57,817,5824.0,1426.0,12622.0,17426433.0,1.57,817,0,0.0
2633,1.38,829,5829.0,1423.0,12646.0,17453878.0,1.38,829,0,0.0
2634,1.66,831,5854.0,1439.0,12658.0,17354064.0,1.66,831,0,0.0
2635,1.51,816,5773.0,1427.0,12662.0,17442318.0,1.51,816,0,0.0
2636,1.21,834,5799.0,1435.0,12669.0,17465342.0,1.21,834,0,0.0
2637,1.71,851,5805.0,1429.0,12702.0,17445371.0,1.71,851,0,0.0
2638,1.39,826,5845.0,1437.0,12661.0,17349623.0,1.39,826,0,0.0
2639,1.26,861,5861.0,1425.0,12718.0,17421902.0,1.26,861,0,0.0
2640,1.39,837,5852.0,1443.0,12721.0,17372293.0,1.39,837,0,0.0
2641,1.37,808,5830.0,1409.0,12728.0,17380004.0,1.37,808,0,0.0
2642,1.48,828,5826.0,1424.0,12719.0,17318531.0,1.48,828,0,0.0
2643,1.48,808,5805.0,1412.0,12713.0,17353570.0,1.48,808,0,0.0
2644,1.32,799,5831.0,1432.0,12744.0,17488491.0,1.32,799,0,0.0
2645,1.54,845,5957.0,1407.0,12862.0,17429474.0,1.54,845,0,0.0
2646,1.26,803,6004.0,1425.0,13010.0,17760017.0,1.26,803,0,0.0
2647,1.49,815,6019.0,1441.0,13019.0,17783434.0,1.49,815,0,0.0
2648,1.43,841,6036.0,1438.0,13067.0,17794867.0,1.43,841,0,0.0
2649,1.43,856,5989.0,1420.0,13089.0,17952158.0,1.43,856,0,0.0
2650,1.59,857,6041.0,1417.0,13144.0,17927931.0,1.59,857,0,0.0
2651,1.42,799,6075.0,1439.0,13236.0,18067122.0,1.42,799,0,0.0
2652,1.47,838,6080.0,1435.0,13285.0,18141042.0,1.47,838,0,0.0
2653,1.17,828,6120.0,1436.0,13370.0,18190354.0,1.17,828,0,0.0
2654,1.47,828,6154.0,1420.0,13445.0,18334565.0,1.47,828,0,0.0
2655,1.62,858,6165.0,1416.0,13519.0,18391112.0,1.62,858,0,0.941691126733
2656,1.46,803,6160.0,1421.0,13600.0,18605180.0,1.46,803,0,0.651874965013
2657,1.42,860,6163.0,1400.0,13573.0,18654421.0,1.42,860,0,0.0
2658,1.55,785,6254.0,1428.0,13568.0,18505659.0,1.55,785,0,0.987465295992
2659,1.38,797,6305.0,1442.0,13689.0,18663550.0,1.38,797,0,0.0
2660,1.49,806,6261.0,1443.0,13811.0,18759243.0,1.49,806,0,0.0
2661,1.52,828,6290.0,1436.0,13773.0,18736987.0,1.52,828,0,0.0
2662,1.39,856,6293.0,1423.0,13846.0,18782566.0,1.39,856,0,0.0
2663,1.47,853,6283.0,1428.0,13890.0,18813476.0,1.47,853,0,0.0
2664,1.44,785,6259.0,1430.0,13902.0,18919616.0,1.44,785,0,0.0
2665,1.36,819,6311.0,1433.0,13970.0,18885173.0,1.36,819,0,0.0
2666,1.54,825,6242.0,1436.0,13952.0,18850695.0,1.54,825,0,0.0
2667,1.45,840,6247.0,1443.0,13988.0,18802997.0,1.45,840,0,0.0
2668,1.38,817,6303.0,1452.0,13997.0,18711667.0,1.38,817,0,0.0
2669,1.54,813,6197.0,1433.0,13998.0,18566237.0,1.54,813,0,0.0
2670,1.41,807,6245.0,1432.0,13959.0,18418753.0,1.41,807,0,0.999648535122
2671,1.69,860,6233.0,1421.0,14025.0,18467789.0,1.69,860,0,0.0
2672,1.29,855,6251.0,1421.0,14197.0,18517634.0,1.29,855,0,0.730706735428
2673,1.63,837,6229.0,1442.0,14124.0,18647608.0,1.63,837,0,0.0
2674,1.68,852,6252.0,1434.0,14177.0,18643820.0,1.68,852,0,0.0
2675,1.22,802,6227.0,1443.0,14232.0,18797331.0,1.22,802,0,0.0
2676,1.52,826,6303.0,1434.0,14333.0,18782978.0,1.52,826,0,0.0
2677,1.58,819,6413.0,1424.0,14363.0,18958967.0,1.58,819,0,0.0
2678,1.4,816,6342.0,1444.0,14327.0,19057562.0,1.4,816,0,0.0
2679,1.1,819,6381.0,1457.0,14335.0,19121656.0,1.1,819,0,0.0
2680,1.48,828,6305.0,1431.0,14292.0,19000398.0,1.48,828,0,0.0
2681,1.71,820,6351.0,1453.0,14261.0,18968783.0,1.71,820,0,0.0
2682,1.29,813,6336.0,1425.0,14311.0,18886248.0,1.29,813,0,0.0
2683,1.29,825,6341.0,1434.0,14390.0,18973241.0,1.29,825,0,0.0
2684,1.64,819,6299.0,1444.0,14424.0,19118798.0,1.64,819,0,0.0
2685,1.26,826,6282.0,1436.0,14404.0,19163684.0,1.26,826,0,0.0
2686,1.46,798,6355.0,1424.0,14392.0,19002499.0,1.46,798,0,0.0
2687,1.42,780,6318.0,1418.0,14478.0,18982851.0,1.42,780,0,0.0
2688,1.34,835,6292.0,1435.0,14484.0,19135866.0,1.34,835,0,0.0
2689,1.24,816,6303.0,1449.0,14505.0,19084517.0,1.24,816,0,0.0
2690,1.47,875,6367.0,1438.0,14478.0,19000227.0,1.47,875,0,0.0
2691,1.21,826,6319.0,1439.0,14571.0,19034541.0,1.21,826,0,0.0
2692,1.42,819,6401.0,1448.0,14611.0,19131058.0,1.42,819,0,0.0
2693,1.47,859,6408.0,1449.0,14658.0,19225830.0,1.47,859,0,0.0
2694,1.34,845,6394.0,1452.0,14777.0,19361197.0,1.34,845,0,0.0
2695,1.47,830,6408.0,1438.0,14716.0,19436261.0,1.47,830,0,0.0
2696,1.44,848,6417.0,1430.0,14764.0,19437395.0,1.44,848,0,0.0
2697,1.35,847,6393.0,1446.0,14852.0,19337562.0,1.35,847,0,0.0
2698,1.35,821,6429.0,1426.0,14951.0,19450017.0,1.35,821,0,0.0
2699,1.38,810,6390.0,1436.0,14947.0,19499278.0,1.38,810,0,0.0
2700,1.34,771,6435.0,1441.0,14981.0,19499299.0,1.34,771,0,0.0
2701,1.4,825,6493.0,1435.0,15129.0,19681789.0,1.4,825,0,0.0
2702,1.43,859,6457.0,1424.0,15114.0,19729565.0,1.43,859,0,0.0
2703,1.62,792,6477.0,1438.0,15149.0,19599403.0,1.62,792,0,0.0
2704,1.3,825,6467.0,1438.0,15252.0,19654980.0,1.3,825,0,0.0
2705,1.41,877,6457.0,1428.0,15051.0,19672462.0,1.41,877,0,0.0
2706,1.33,822,6612.0,1447.0,15334.0,19724641.0,1.33,822,0,0.0
2707,1.36,816,6616.0,1439.0,15522.0,20092336.0,1.36,816,0,0.0
2708,1.23,799,6659.0,1441.0,15646.0,20173000.0,1.23,799,0,0.0
2709,1.44,827,6722.0,1438.0,15814.0,20302878.0,1.44,827,0,0.0
2710,1.4,838,6771.0,1427.0,15917.0,20467604.0,1.4,838,0,0.0
2711,1.44,839,6720.0,1456.0,15943.0,20711028.0,1.44,839,0,0.0
2712,1.53,872,6841.0,1443.0,15943.0,20596927.0,1.53,872,0,0.0
2713,1.19,805,6879.0,1461.0,16022.0,20672984.0,1.19,805,0,0.0
2714,1.36,801,6903.0,1465.0,16085.0,20834300.0,1.36,801,0,0.0
2715,1.22,810,6803.0,1472.0,16018.0,20789463.0,1.22,810,0,0.0
2716,1.16,801,6817.0,1448.0,16070.0,20737606.0,1.16,801,0,0.0
2717,1.31,794,6779.0,1460.0,16071.0,20565825.0,1.31,794,0,0.0
2718,1.52,861,6845.0,1456.0,16146.0,20593151.0,1.52,861,0,0.0
2719,1.24,838,6854.0,1465.0,16147.0,20693694.0,1.24,838,0,0.0
2720,1.4,831,6855.0,1459.0,16161.0,20662877.0,1.4,831,0,0.0
2721,1.61,821,6808.0,1456.0,16222.0,20652818.0,1.61,821,0,0.0
2722,1.36,849,6723.0,1453.0,16186.0,20738989.0,1.36,849,0,0.0
2723,1.14,841,6727.0,1460.0,16175.0,20695421.0,1.14,841,0,0.0
2724,1.41,815,6673.0,1464.0,16163.0,20571735.0,1.41,815,0,0.0
2725,1.4,831,6672.0,1468.0,16187.0,20558179.0,1.4,831,0,0.0
2726,1.08,839,6604.0,1469.0,16140.0,20575941.0,1.08,839,0,0.0
2727,1.31,857,6550.0,1466.0,16158.0,20406022.0,1.31,857,0,0.0
2728,1.19,848,6581.0,1453.0,16175.0,20339754.0,1.19,848,1,0.0
2729,1.48,839,6643.0,1445.0,16179.0,20463737.0,1.48,839,1,0.0
2730,1.24,824,6588.0,1466.0,16156.0,20477116.0,1.24,824,1,0.516235102293
2731,1.23,839,6614.0,1474.0,16231.0,20382132.0,1.23,839,1,0.0
2732,1.25,816,6571.0,1458.0,16218.0,20354476.0,1.25,816,1,0.516235102293
2733,1.34,809,6569.0,1457.0,16233.0,20299503.0,1.34,809,1,0.0
2734,1.46,828,6539.0,1464.0,16272.0,20302676.0,1.46,828,2,0.0
2735,1.24,848,6601.0,1456.0,16344.0,20306695.0,1.24,848,0,0.0
2736,1.32,835,6573.0,1445.0,16294.0,20456835.0,1.32,835,0,0.0
2737,1.29,811,6659.0,1450.0,16296.0,20421611.0,1.29,811,0,0.0
2738,1.39,813,6726.0,1463.0,16406.0,20531656.0,1.39,813,0,0.0
2739,1.29,817,6801.0,1452.0,16482.0,20643260.0,1.29,817,0,0.0
2740,1.55,829,6794.0,1458.0,16625.0,20928964.0,1.55,829,0,0.0
2741,1.43,830,6732.0,1466.0,16601.0,21103695.0,1.43,830,1,0.0
2742,1.19,835,6822.0,1466.0,16695.0,20987121.0,1.19,835,1,0.595949921153
2743,1.31,843,6784.0,1448.0,16689.0,20916399.0,1.31,843,1,0.0
2744,1.22,835,6767.0,1453.0,16629.0,21077219.0,1.22,835,1,0.595949921153
2745,1.3,831,6756.0,1427.0,16692.0,21011848.0,1.3,831,1,0.0
2746,1.22,803,6708.0,1433.0,16746.0,21009607.0,1.22,803,1,0.0
2747,1.35,808,6718.0,1442.0,16748.0,20977283.0,1.35,808,1,0.0
2748,1.08,845,6720.0,1443.0,16772.0,21030055.0,1.08,845,1,0.873760470265
2749,1.37,854,6825.0,1454.0,16842.0,21072342.0,1.37,854,1,0.0
2750,1.13,857,6877.0,1446.0,16852.0,21157533.0,1.13,857,2,0.0
2751,1.43,810,6799.0,1448.0,16855.0,21120518.0,1.43,810,0,0.0
2752,1.38,843,6785.0,1449.0,16819.0,21070926.0,1.38,843,0,0.0
2753,1.42,860,6791.0,1455.0,16874.0,21091517.0,1.42,860,0,0.0
2754,1.14,828,6778.0,1448.0,16860.0,21127967.0,1.14,828,0,0.0
2755,1.06,820,6764.0,1433.0,16867.0,21216790.0,1.06,820,0,0.0
2756,1.23,803,6792.0,1438.0,17028.0,21236794.0,1.23,803,0,0.0
2757,1.2,796,6878.0,1467.0,17135.0,21484548.0,1.2,796,0,0.0
2758,1.18,818,6942.0,1463.0,17122.0,21454413.0,1.18,818,0,0.0
2759,1.23,826,6910.0,1453.0,17200.0,21490766.0,1.23,826,0,0.0
2760,1.25,836,6896.0,1445.0,17222.0,21554015.0,1.25,836,0,0.0
2761,1.21,818,6798.0,1455.0,17190.0,21562705.0,1.21,818,0,0.0
2762,1.46,856,6738.0,1434.0,17178.0,21408512.0,1.46,856,0,0.0
2763,1.2,830,6740.0,1439.0,17143.0,21209805.0,1.2,830,0,0.0
2764,1.56,822,6640.0,1427.0,17006.0,21091439.0,1.56,822,0,0.0
2765,1.39,848,6656.0,1443.0,17059.0,20888378.0,1.39,848,0,0.0
2766,1.24,836,6702.0,1467.0,17124.0,21095036.0,1.24,836,0,0.0
2767,1.49,839,6729.0,1436.0,17134.0,21398394.0,1.49,839,0,0.0
2768,1.19,840,6756.0,1422.0,16995.0,21461962.0,1.19,840,0,0.0
2769,1.42,822,6693.0,1422.0,16943.0,21421727.0,1.42,822,0,0.0
2770,1.28,817,6642.0,1414.0,17010.0,21218916.0,1.28,817,0,0.0
2771,1.25,810,6664.0,1437.0,16943.0,21109884.0,1.25,810,0,0.0
2772,1.13,813,6666.0,1453.0,16938.0,20893999.0,1.13,813,0,0.0
2773,1.43,806,6664.0,1432.0,16927.0,20878116.0,1.43,806,0,0.0
2774,1.31,795,6618.0,1430.0,16797.0,20893453.0,1.31,795,0,0.0
2775,1.33,811,6498.0,1441.0,16797.0,20897663.0,1.33,811,0,0.0
2776,1.29,833,6487.0,1411.0,16802.0,20776203.0,1.29,833,0,0.0
2777,1.32,843,6473.0,1447.0,16841.0,20834363.0,1.32,843,0,0.0
2778,1.34,835,6458.0,1435.0,16910.0,20813575.0,1.34,835,0,0.0
2779,1.29,828,6501.0,1429.0,16846.0,20979260.0,1.29,828,0,0.0
2780,1.0,824,6520.0,1423.0,16839.0,20941868.0,1.0,824,0,0.0
2781,1.08,770,6413.0,1437.0,16853.0,20925351.0,1.08,770,0,0.0
2782,1.38,844,6457.0,1434.0,16887.0,20817233.0,1.38,844,0,0.0
2783,1.24,864,6426.0,1425.0,16912.0,21058518.0,1.24,864,0,0.0
2784,1.19,779,6428.0,1402.0,16876.0,20979534.0,1.19,779,0,0.0
2785,1.25,818,6457.0,1417.0,16798.0,20911289.0,1.25,818,0,0.0
2786,1.23,806,6360.0,1402.0,16749.0,20772820.0,1.23,806,0,0.0
2787,1.13,787,6338.0,1408.0,16661.0,20500456.0,1.13,787,0,0.0
2788,1.44,846,6436.0,1411.0,16711.0,20373474.0,1.44,846,0,0.0
2789,1.27,802,6574.0,1426.0,17109.0,20776802.0,1.27,802,0,0.0
2790,1.4,802,6605.0,1395.0,17250.0,21394016.0,1.4,802,0,0.0
2791,1.18,819,6582.0,1414.0,17308.0,21384003.0,1.18,819,0,0.0
2792,1.04,808,6599.0,1418.0,17458.0,21346682.0,1.04,808,0,0.0
2793,1.43,803,6611.0,1437.0,17329.0,21507685.0,1.43,803,0,0.0
2794,1.01,819,6553.0,1410.0,17377.0,21509785.0,1.01,819,0,0.0
2795,1.26,792,6508.0,1412.0,17309.0,21356377.0,1.26,792,0,0.0
2796,1.09,803,6427.0,1407.0,17103.0,21057622.0,1.09,803,0,0.0
2797,1.29,809,6302.0,1419.0,16959.0,20707244.0,1.29,809,0,0.0
2798,1.38,799,6254.0,1419.0,16896.0,20501730.0,1.38,799,0,0.0
2799,1.11,815,6253.0,1417.0,16788.0,20407936.0,1.11,815,0,0.0
2800,1.24,804,6218.0,1407.0,16700.0,20383806.0,1.24,804,0,0.0
2801,1.3,814,6224.0,1409.0,16704.0,20236659.0,1.3,814,0,0.0
2802,1.27,799,6184.0,1410.0,16648.0,20250480.0,1.27,799,0,0.0
2803,1.1,802,6061.0,1409.0,16509.0,20111422.0,1.1,802,0,0.0
2804,1.11,809,6045.0,1395.0,16462.0,20056181.0,1.11,809,0,0.0
2805,1.21,810,6059.0,1403.0,16422.0,19988639.0,1.21,810,0,0.0
2806,1.13,786,6010.0,1409.0,16334.0,19940435.0,1.13,786,0,0.0
2807,1.44,754,6013.0,1401.0,16342.0,19797698.0,1.44,754,0,0.0
2808,1.25,785,5929.0,1392.0,16247.0,19675221.0,1.25,785,0,0.0
2809,1.16,771,5921.0,1374.0,16281.0,19667182.0,1.16,771,0,0.0
2810,1.11,785,5977.0,1391.0,16256.0,19837135.0,1.11,785,0,0.0
2811,1.1,800,6030.0,1401.0,16207.0,19842254.0,1.1,800,0,0.0
2812,0.99,765,5941.0,1402.0,16118.0,19640579.0,0.99,765,0,0.0
2813,1.24,808,5879.0,1407.0,16169.0,19530821.0,1.24,808,0,0.0
2814,1.19,797,6045.0,1383.0,16495.0,19572191.0,1.19,797,0,0.0
2815,1.04,791,6172.0,1389.0,16758.0,20244403.0,1.04,791,0,0.0
2816,1.17,778,6143.0,1397.0,16584.0,20350985.0,1.17,778,0,0.0
2817,1.08,826,6095.0,1379.0,16545.0,20278457.0,1.08,826,0,0.0
2818,1.28,750,6098.0,1367.0,16534.0,19997432.0,1.28,750,0,0.0
2819,1.21,785,5986.0,1371.0,16549.0,19760637.0,1.21,785,0,0.0
2820,1.31,755,5937.0,1390.0,16578.0,19625690.0,1.31,755,0,0.0
2821,1.21,772,5869.0,1388.0,16361.0,19563182.0,1.21,772,0,0.0
2822,1.32,764,5757.0,1387.0,15975.0,19271842.0,1.32,764,0,0.0
2823,1.07,771,5686.0,1392.0,15696.0,18757218.0,1.07,771,0,0.0
2824,1.12,779,5635.0,1374.0,15528.0,18647401.0,1.12,779,0,0.0
2825,1.17,772,5600.0,1381.0,15485.0,18585809.0,1.17,772,0,0.0
2826,1.11,760,5502.0,1388.0,15389.0,18604811.0,1.11,760,0,0.0
2827,1.08,775,5528.0,1391.0,15294.0,18480394.0,1.08,775,0,0.0
2828,0.99,769,5434.0,1368.0,15173.0,18479834.0,0.99,769,0,0.0
2829,0.96,740,5440.0,1393.0,15002.0,18334299.0,0.96,740,0,0.0
2830,1.15,771,5337.0,1369.0,14810.0,18187377.0,1.15,771,0,0.0
2831,1.02,756,5206.0,1358.0,14606.0,17856581.0,1.02,756,0,0.0
2832,1.25,785,5249.0,1357.0,14649.0,17732330.0,1.25,785,0,0.0
2833,1.02,730,5161.0,1383.0,14554.0,17819401.0,1.02,730,0,0.523897430994
2834,1.13,758,5158.0,1397.0,14322.0,17596398.0,1.13,758,0,0.0
2835,1.25,729,5168.0,1355.0,14304.0,17376684.0,1.25,729,0,0.0
2836,0.93,758,5140.0,1366.0,14303.0,17266601.0,0.93,758,0,0.0
2837,1.1,827,5135.0,1370.0,14217.0,17272184.0,1.1,827,0,0.0
2838,1.12,773,5126.0,1370.0,14129.0,17197326.0,1.12,773,0,0.0
2839,0.87,725,5088.0,1363.0,13952.0,17064619.0,0.87,725,0,0.0
2840,1.14,761,5008.0,1372.0,13816.0,16946543.0,1.14,761,0,0.0
2841,1.06,737,4935.0,1368.0,13746.0,16803877.0,1.06,737,0,0.0
2842,0.95,747,4951.0,1337.0,13786.0,16678119.0,0.95,747,0,0.0
2843,1.4,746,4963.0,1350.0,13772.0,16693258.0,1.4,746,0,0.0
2844,0.96,747,5086.0,1334.0,14056.0,16739229.0,0.96,747,0,0.0
2845,1.34,725,5254.0,1351.0,14568.0,17305883.0,1.34,725,0,0.0
2846,1.03,739,5086.0,1343.0,14191.0,17673038.0,1.03,739,0,0.0
2847,0.92,748,5043.0,1353.0,14140.0,17173253.0,0.92,748,0,0.0
2848,1.04,738,5084.0,1354.0,14151.0,17036800.0,1.04,738,0,0.0
2849,1.06,737,5077.0,1358.0,14207.0,17065543.0,1.06,737,0,0.0
2850,0.82,709,5012.0,1328.0,14066.0,17057446.0,0.82,709,0,0.0
2851,1.18,747,4871.0,1343.0,13534.0,16734224.0,1.18,747,0,0.0
2852,1.33,739,4815.0,1323.0,13243.0,16230900.0,1.33,739,0,0.0
2853,1.1,749,4799.0,1326.0,13093.0,16058542.0,1.1,749,0,0.0
2854,0.92,748,4741.0,1327.0,12820.0,15980795.0,0.92,748,0,0.0
2855,0.93,765,4701.0,1327.0,12784.0,15634618.0,0.93,765,0,0.0
2856,0.99,715,4663.0,1330.0,12691.0,15510344.0,0.99,715,0,0.0
2857,1.07,732,4652.0,1311.0,12665.0,15454288.0,1.07,732,0,0.0
2858,0.96,743,4492.0,1298.0,12409.0,15429817.0,0.96,743,0,0.0
